_id,tempo_de_assinatura,historico_de_presenca_nos_jogos,historico_de_socio,numero_de_desistencias_no_periodo,historico_de_preco_nos_planos,tipo_de_plano,quantos_membros,planos_com_ingresso_incluso,estado_civil,risco_de_churn,feedback_sobre_servicos,frequencia_de_compra_de_produtos
428,35,43,23,0,86,individual,7,nao,divorciado,médio,3,4
429,29,3,19,3,187,familiar,5,nao,divorciado,médio,1,9
430,78,32,19,1,189,individual,2,sim,divorciado,médio,2,9
431,8,55,2,9,172,familiar,5,nao,casado,baixo,8,9
432,51,54,11,8,197,familiar,5,sim,divorciado,médio,9,5
433,11,54,33,8,488,familiar,2,nao,divorciado,alto,8,6
434,35,61,29,0,18,familiar,7,sim,casado,alto,6,7
435,47,50,13,9,148,individual,5,nao,divorciado,baixo,9,2
436,48,42,15,9,95,familiar,3,nao,solteiro,alto,0,4
437,19,23,20,3,210,familiar,5,sim,solteiro,médio,4,8
438,84,38,11,6,351,familiar,2,nao,divorciado,baixo,8,3
439,13,54,6,1,308,individual,6,nao,divorciado,alto,7,3
440,8,13,36,3,299,familiar,5,nao,divorciado,médio,8,1
441,20,53,32,0,108,individual,2,sim,divorciado,alto,9,17
442,21,53,21,3,293,individual,6,nao,solteiro,alto,2,1
443,51,60,15,9,348,individual,6,nao,divorciado,baixo,5,14
444,33,1,23,6,449,individual,4,sim,divorciado,baixo,8,5
445,64,10,31,9,258,individual,4,nao,solteiro,baixo,2,5
446,36,37,34,4,272,individual,1,nao,divorciado,baixo,0,2
447,68,2,28,4,451,familiar,5,sim,casado,alto,4,6
448,5,25,1,1,91,familiar,2,nao,divorciado,alto,8,8
449,61,33,7,5,20,individual,5,nao,casado,médio,3,7
450,33,3,8,8,425,individual,3,nao,divorciado,médio,10,2
451,52,2,28,9,39,individual,4,sim,divorciado,baixo,0,0
452,66,56,21,9,44,familiar,6,sim,casado,baixo,1,4
453,74,55,33,4,82,individual,5,nao,solteiro,baixo,10,8
454,82,13,4,4,235,individual,5,nao,casado,baixo,0,15
455,17,24,8,5,197,individual,3,nao,solteiro,baixo,1,14
456,87,17,18,7,292,familiar,2,sim,divorciado,alto,9,11
457,54,59,15,6,134,familiar,1,nao,solteiro,baixo,7,0
458,68,46,20,9,308,individual,5,nao,divorciado,baixo,6,20
459,43,52,20,4,298,individual,4,sim,solteiro,alto,8,7
460,47,45,25,0,363,familiar,5,sim,divorciado,médio,6,5
461,1,64,17,5,134,familiar,2,sim,solteiro,médio,6,5
462,50,68,7,8,342,familiar,2,sim,solteiro,médio,3,8
463,69,43,23,0,26,individual,3,sim,divorciado,alto,7,6
464,27,58,19,3,198,individual,3,sim,solteiro,médio,5,7
465,48,65,27,0,153,familiar,1,nao,solteiro,baixo,9,6
466,79,55,25,9,303,familiar,5,sim,solteiro,baixo,4,2
467,23,2,4,8,447,individual,4,sim,solteiro,alto,8,3
468,33,18,24,5,427,individual,3,nao,solteiro,alto,3,5
469,3,1,3,3,355,familiar,1,nao,solteiro,médio,10,6
470,18,35,34,3,414,individual,5,sim,divorciado,baixo,2,7
471,4,30,36,7,115,familiar,3,sim,casado,médio,3,6
472,66,61,22,9,401,familiar,2,sim,divorciado,baixo,0,2
473,31,21,32,0,340,individual,1,sim,solteiro,médio,2,7
474,48,16,20,4,400,individual,2,nao,solteiro,alto,1,1
475,11,33,22,8,332,familiar,2,nao,divorciado,alto,8,4
476,16,50,1,5,198,individual,6,nao,casado,baixo,2,5
477,11,34,32,1,317,individual,6,nao,solteiro,médio,6,9
478,24,54,21,5,449,familiar,2,sim,casado,alto,4,13
479,82,12,21,2,135,familiar,5,nao,casado,alto,1,9
480,23,23,5,1,108,individual,4,sim,solteiro,alto,5,14
481,84,23,25,7,381,individual,3,nao,casado,alto,5,5
482,25,70,7,1,81,familiar,5,sim,solteiro,baixo,1,2
483,49,36,20,7,404,individual,4,sim,casado,baixo,9,2
484,34,74,31,2,404,familiar,4,nao,casado,médio,8,0
485,13,10,33,1,97,familiar,6,nao,divorciado,alto,8,11
486,72,35,2,4,56,individual,3,nao,casado,médio,5,1
487,80,67,16,5,77,individual,1,sim,divorciado,baixo,8,16
488,3,70,16,7,391,individual,3,sim,casado,médio,2,1
489,41,67,18,5,23,individual,3,nao,casado,médio,4,8
490,61,55,34,3,76,familiar,2,sim,solteiro,alto,9,16
491,80,39,12,5,447,familiar,4,sim,casado,baixo,8,5
492,62,11,14,9,433,familiar,5,sim,solteiro,médio,10,4
493,41,2,32,9,399,familiar,5,nao,divorciado,alto,1,7
494,86,8,30,7,376,familiar,5,sim,divorciado,baixo,3,5
495,43,66,0,3,257,familiar,1,sim,divorciado,alto,6,7
496,81,66,29,6,269,individual,7,sim,solteiro,alto,7,19
497,70,64,4,6,334,individual,2,sim,casado,médio,7,5
498,78,64,2,2,362,familiar,7,nao,casado,baixo,5,8
499,85,46,14,5,444,individual,7,nao,divorciado,médio,6,0
500,5,66,0,7,4,individual,1,nao,divorciado,baixo,10,12
501,78,12,20,4,51,familiar,1,nao,divorciado,médio,3,8
502,82,11,28,6,149,familiar,4,sim,solteiro,médio,10,17
503,81,70,25,6,311,familiar,5,sim,solteiro,médio,8,2
504,77,9,23,4,206,individual,5,nao,solteiro,alto,7,5
505,87,43,5,1,11,familiar,7,sim,solteiro,baixo,8,3
506,2,54,11,4,370,individual,3,sim,casado,alto,3,0
507,86,55,2,7,168,familiar,3,sim,solteiro,alto,1,4
508,72,20,5,1,26,individual,5,sim,solteiro,médio,0,8
509,58,18,21,2,147,familiar,7,sim,casado,alto,6,2
510,65,47,4,9,203,individual,3,nao,divorciado,alto,3,0
511,50,13,37,6,76,familiar,1,sim,divorciado,baixo,2,0
512,57,30,15,1,188,familiar,7,sim,solteiro,alto,0,6
513,52,25,28,7,321,familiar,2,nao,solteiro,médio,8,5
514,71,48,26,5,480,familiar,5,sim,casado,médio,8,2
515,84,7,29,4,247,familiar,7,sim,casado,alto,9,4
516,52,24,18,9,102,familiar,7,nao,divorciado,médio,2,9
517,37,13,26,5,210,individual,5,nao,solteiro,alto,2,7
518,58,72,16,9,258,familiar,4,nao,casado,alto,7,0
519,73,45,17,8,416,individual,2,sim,casado,baixo,5,9
520,15,32,2,8,192,individual,2,nao,casado,médio,9,5
521,75,67,5,5,364,familiar,7,nao,divorciado,médio,0,9
522,31,51,13,6,14,individual,1,nao,casado,médio,6,7
523,17,12,4,0,41,individual,6,sim,solteiro,baixo,6,5
524,15,58,0,9,322,familiar,1,sim,divorciado,baixo,5,10
525,62,32,3,3,392,individual,4,sim,solteiro,médio,0,9
526,70,54,2,4,77,individual,2,sim,divorciado,baixo,8,3
527,72,62,8,8,149,individual,6,nao,divorciado,alto,8,0
528,31,6,26,0,483,familiar,6,nao,solteiro,baixo,4,2
529,65,70,19,6,490,familiar,5,sim,solteiro,médio,7,6
530,56,56,1,9,84,individual,1,sim,solteiro,alto,8,2
531,28,54,18,5,311,individual,1,nao,solteiro,alto,9,3
532,31,61,26,9,73,individual,1,nao,divorciado,baixo,5,7
533,20,65,37,5,336,familiar,1,sim,casado,médio,2,8
534,16,46,3,6,113,individual,3,nao,solteiro,baixo,4,1
535,21,65,10,2,362,familiar,6,sim,casado,baixo,10,1
536,18,8,26,6,289,familiar,7,nao,casado,alto,8,6
537,83,50,1,2,309,familiar,2,sim,casado,médio,10,6
538,48,56,35,7,229,familiar,5,sim,solteiro,alto,6,16
539,35,8,33,2,294,individual,1,sim,divorciado,baixo,4,7
540,74,37,34,1,251,familiar,1,nao,solteiro,baixo,8,8
541,12,23,5,7,476,familiar,6,sim,solteiro,alto,5,5
542,56,30,21,0,425,individual,4,nao,divorciado,médio,6,2
543,73,44,23,0,46,familiar,7,sim,solteiro,médio,7,19
544,27,60,19,9,38,individual,1,nao,solteiro,médio,0,8
545,24,27,9,4,363,individual,6,sim,divorciado,alto,10,0
546,24,29,3,3,463,familiar,7,nao,divorciado,baixo,5,8
547,78,22,31,7,396,familiar,4,sim,solteiro,médio,3,13
548,27,5,4,7,350,individual,4,nao,divorciado,baixo,10,3
549,8,13,31,8,145,familiar,4,nao,solteiro,alto,9,1
550,13,44,14,3,266,individual,6,sim,casado,médio,1,9
551,72,35,35,7,72,individual,6,nao,casado,baixo,8,3
552,25,13,22,3,462,familiar,4,sim,solteiro,baixo,7,3
553,16,9,32,8,176,familiar,3,sim,casado,baixo,4,3
554,49,52,31,6,410,individual,6,nao,divorciado,alto,5,12
555,29,42,6,8,380,individual,2,sim,divorciado,alto,9,3
556,30,36,31,7,68,individual,1,sim,solteiro,alto,3,1
557,47,70,13,5,5,individual,4,sim,solteiro,médio,0,4
558,40,16,4,0,366,individual,5,nao,divorciado,baixo,7,0
559,68,54,17,2,194,individual,4,sim,solteiro,baixo,6,9
560,76,63,10,9,7,familiar,7,sim,divorciado,baixo,6,3
561,49,50,0,8,480,individual,1,sim,divorciado,baixo,4,2
562,82,54,20,1,397,individual,1,nao,divorciado,baixo,3,7
563,20,9,0,6,497,familiar,6,nao,divorciado,alto,3,1
564,5,64,34,8,156,familiar,1,sim,divorciado,baixo,4,9
565,74,14,8,8,439,individual,6,nao,divorciado,alto,6,8
566,6,72,26,2,66,familiar,5,nao,divorciado,baixo,2,3
567,5,65,3,4,350,familiar,3,nao,divorciado,baixo,7,7
568,32,55,34,0,98,familiar,3,sim,divorciado,médio,2,5
569,55,17,10,5,79,individual,5,nao,casado,baixo,8,2
570,10,59,34,7,445,individual,6,sim,solteiro,alto,6,0
571,46,34,9,9,191,individual,6,sim,solteiro,médio,4,15
572,30,33,17,6,389,familiar,2,sim,casado,alto,8,8
573,1,36,15,5,158,individual,4,nao,divorciado,baixo,4,7
574,5,44,33,4,70,individual,5,sim,casado,baixo,7,0
575,67,20,2,4,193,familiar,6,sim,casado,baixo,9,1
576,76,17,5,3,435,familiar,2,nao,solteiro,alto,9,9
577,65,51,30,3,425,familiar,7,nao,casado,alto,2,5
578,6,12,28,4,257,individual,6,sim,divorciado,alto,5,2
579,41,56,25,2,91,individual,3,sim,solteiro,baixo,7,3
580,5,46,29,4,151,individual,7,sim,divorciado,baixo,3,6
581,15,25,22,2,411,familiar,3,sim,casado,baixo,6,6
582,17,5,31,0,217,familiar,6,sim,solteiro,alto,1,9
583,73,23,21,8,387,individual,2,sim,divorciado,baixo,6,5
584,50,19,12,5,147,individual,7,sim,solteiro,baixo,6,5
585,56,46,4,6,87,familiar,4,nao,casado,alto,4,8
586,39,12,22,0,414,individual,3,sim,divorciado,médio,5,4
587,79,29,5,9,152,familiar,1,nao,divorciado,alto,7,0
588,79,64,25,2,257,individual,7,nao,casado,médio,8,2
589,6,11,2,9,305,individual,1,sim,solteiro,médio,8,0
590,33,23,1,9,313,individual,6,sim,casado,médio,0,7
591,46,19,11,2,333,familiar,4,sim,solteiro,baixo,2,0
592,72,46,11,7,214,familiar,3,sim,casado,baixo,1,4
593,8,4,23,2,460,individual,4,sim,divorciado,baixo,2,1
594,45,15,31,7,115,individual,2,sim,divorciado,médio,0,2
595,18,28,19,6,412,familiar,4,sim,solteiro,baixo,0,6
596,37,57,31,0,242,individual,7,sim,solteiro,médio,4,6
597,18,56,29,1,380,individual,3,nao,divorciado,baixo,4,9
598,30,18,26,5,145,familiar,1,nao,casado,alto,7,4
599,63,66,28,5,115,familiar,3,nao,casado,baixo,4,9
600,83,38,12,3,226,familiar,2,sim,casado,médio,4,4
601,18,46,1,5,137,familiar,2,sim,casado,baixo,2,0
602,51,69,1,3,427,individual,2,sim,solteiro,alto,5,6
603,42,25,27,3,483,familiar,7,sim,solteiro,alto,5,8
604,53,27,16,5,10,individual,2,nao,divorciado,baixo,0,4
605,39,68,29,7,179,individual,2,nao,casado,alto,4,5
606,16,30,4,5,483,familiar,3,sim,casado,médio,6,9
607,61,34,21,3,88,familiar,1,nao,casado,baixo,5,3
608,75,70,32,8,158,individual,5,sim,casado,baixo,0,8
609,78,66,35,6,35,familiar,4,sim,solteiro,baixo,0,8
610,56,49,1,3,125,familiar,3,nao,solteiro,baixo,6,1
611,58,24,11,1,494,individual,5,sim,solteiro,médio,5,18
612,82,45,15,1,311,familiar,6,sim,solteiro,alto,2,1
613,17,70,33,9,219,familiar,4,sim,casado,alto,2,6
614,10,42,30,8,447,individual,4,nao,divorciado,alto,0,3
615,6,45,22,1,142,individual,1,sim,casado,alto,8,3
616,5,44,34,1,463,individual,6,sim,solteiro,alto,0,3
617,4,65,8,2,453,individual,1,nao,divorciado,alto,7,9
618,69,64,20,4,349,familiar,3,sim,casado,médio,3,3
619,58,49,36,9,345,individual,3,sim,divorciado,baixo,5,2
620,87,48,0,4,184,familiar,2,sim,casado,baixo,2,1
621,33,34,17,7,357,individual,7,nao,casado,alto,8,9
622,46,6,15,3,278,individual,1,sim,divorciado,alto,6,5
623,40,19,11,2,312,individual,6,nao,casado,alto,3,5
624,47,26,33,0,423,individual,6,sim,solteiro,baixo,9,9
625,45,4,29,7,413,familiar,6,sim,casado,alto,6,3
626,56,19,11,3,399,familiar,2,sim,casado,baixo,4,5
627,64,28,7,5,248,familiar,7,nao,solteiro,médio,6,13
628,61,10,35,3,107,familiar,6,sim,casado,alto,4,16
629,83,49,18,0,199,familiar,4,sim,solteiro,alto,4,2
630,18,51,17,4,158,familiar,2,nao,casado,baixo,9,3
631,62,47,23,4,26,familiar,4,nao,solteiro,alto,4,2
632,61,33,1,8,310,individual,3,sim,divorciado,alto,1,1
633,10,12,16,0,194,familiar,7,sim,casado,alto,0,4
634,49,59,20,9,150,familiar,6,sim,divorciado,médio,6,7
635,56,17,37,0,154,individual,6,sim,casado,alto,3,1
636,2,62,16,3,210,familiar,7,nao,solteiro,médio,5,15
637,61,61,21,7,296,familiar,4,nao,divorciado,alto,5,7
638,35,19,22,3,355,familiar,7,nao,solteiro,alto,2,17
639,78,74,11,6,401,individual,7,sim,casado,alto,1,9
640,21,3,10,6,35,individual,4,nao,casado,alto,6,3
641,80,72,0,7,168,individual,1,nao,solteiro,baixo,3,3
642,71,42,35,8,152,individual,7,nao,solteiro,baixo,10,9
643,34,11,2,5,310,individual,1,sim,solteiro,baixo,6,5
644,72,24,31,8,62,familiar,4,sim,divorciado,baixo,3,6
645,33,68,15,7,29,individual,4,nao,casado,médio,8,6
646,2,41,1,1,92,familiar,3,sim,divorciado,médio,8,6
647,47,36,28,6,139,individual,7,sim,solteiro,médio,8,5
648,50,43,30,6,97,familiar,5,nao,casado,médio,1,3
649,74,49,7,9,107,individual,1,sim,casado,médio,10,3
650,56,40,2,4,151,familiar,2,nao,divorciado,alto,7,0
651,41,56,12,7,279,familiar,7,sim,casado,baixo,1,0
652,70,28,4,8,146,individual,7,nao,solteiro,baixo,6,16
653,47,27,20,4,176,individual,7,sim,divorciado,baixo,9,2
654,7,2,8,5,173,familiar,5,sim,divorciado,alto,2,2
655,44,35,20,0,172,individual,2,sim,solteiro,médio,9,8
656,47,30,14,0,267,individual,2,nao,casado,baixo,6,7
657,20,19,8,6,299,familiar,7,nao,casado,baixo,2,5
658,3,37,23,8,354,individual,7,nao,casado,alto,4,7
659,86,12,11,4,416,familiar,7,sim,solteiro,baixo,1,2
660,85,29,16,4,259,familiar,5,sim,solteiro,alto,9,6
661,63,39,4,6,314,familiar,3,sim,solteiro,baixo,5,0
662,31,21,30,9,4,familiar,4,nao,solteiro,baixo,4,0
663,62,21,4,4,369,familiar,4,nao,solteiro,médio,1,18
664,4,21,5,9,50,familiar,5,nao,solteiro,baixo,1,2
665,62,44,0,9,418,individual,4,nao,divorciado,alto,0,2
666,60,49,17,6,400,familiar,4,sim,casado,baixo,7,8
667,13,16,32,2,400,familiar,6,sim,solteiro,baixo,4,9
668,23,11,35,8,212,familiar,5,nao,casado,médio,5,6
669,63,29,18,5,297,individual,2,sim,divorciado,médio,0,4
670,59,47,18,3,292,familiar,6,nao,casado,médio,7,0
671,49,64,22,5,198,familiar,3,sim,solteiro,alto,7,1
672,15,71,25,8,124,familiar,5,sim,solteiro,alto,8,2
673,79,48,31,0,214,individual,5,sim,divorciado,alto,0,11
674,20,70,20,4,142,familiar,5,nao,casado,alto,4,0
675,73,9,21,3,48,familiar,7,nao,casado,baixo,1,0
676,72,31,32,3,328,familiar,6,sim,divorciado,baixo,3,0
677,2,36,28,2,209,familiar,6,nao,solteiro,médio,7,13
678,43,69,29,8,326,individual,2,nao,solteiro,médio,6,7
679,63,7,16,6,406,individual,4,nao,casado,alto,2,15
680,72,68,6,8,49,individual,3,sim,solteiro,alto,8,6
681,47,13,0,8,223,individual,1,sim,divorciado,baixo,6,7
682,4,47,36,2,429,individual,2,nao,solteiro,alto,6,3
683,36,48,4,0,265,familiar,4,sim,solteiro,baixo,0,6
684,26,30,14,6,349,familiar,5,nao,divorciado,médio,0,1
685,72,2,6,4,292,individual,5,sim,divorciado,baixo,8,5
686,38,42,37,6,354,individual,2,sim,casado,baixo,4,6
687,58,58,27,7,361,familiar,6,sim,solteiro,alto,7,0
688,81,53,12,9,182,familiar,3,sim,divorciado,médio,2,9
689,82,66,36,8,331,individual,1,sim,solteiro,alto,7,1
690,87,9,31,2,243,familiar,7,nao,casado,médio,6,7
691,69,64,6,9,112,familiar,4,sim,solteiro,médio,6,0
692,27,7,1,7,3,individual,7,nao,solteiro,alto,10,7
693,14,70,14,0,493,individual,1,nao,divorciado,alto,6,1
694,22,33,14,3,221,familiar,1,nao,casado,alto,3,5
695,3,26,25,1,370,familiar,3,nao,casado,médio,6,6
696,71,66,11,1,358,familiar,2,nao,solteiro,baixo,6,0
697,20,68,21,4,115,individual,4,nao,divorciado,baixo,7,4
698,86,68,6,2,152,individual,7,sim,solteiro,alto,2,20
699,55,60,9,6,93,familiar,1,nao,casado,alto,1,0
700,55,60,8,9,90,individual,3,sim,solteiro,médio,5,0
701,85,69,13,2,384,familiar,6,sim,divorciado,baixo,0,3
702,14,6,20,7,26,familiar,7,nao,casado,alto,1,2
703,84,66,18,5,367,familiar,1,sim,casado,alto,6,6
704,13,17,21,2,20,individual,7,sim,casado,médio,7,7
705,48,69,8,0,57,familiar,4,sim,divorciado,médio,7,8
706,16,73,3,3,155,individual,4,sim,solteiro,baixo,2,7
707,4,35,15,0,388,familiar,6,sim,solteiro,baixo,9,4
708,85,56,24,0,97,individual,7,nao,divorciado,médio,2,4
709,16,13,7,4,332,individual,7,sim,divorciado,baixo,6,8
710,44,30,32,6,216,individual,2,nao,solteiro,médio,10,7
711,56,13,3,3,27,familiar,1,sim,solteiro,baixo,7,9
712,68,45,30,5,88,individual,7,nao,divorciado,alto,7,0
713,13,32,6,9,314,familiar,1,sim,solteiro,alto,9,4
714,17,27,24,1,146,familiar,4,sim,solteiro,alto,4,7
715,20,27,9,4,387,individual,4,sim,divorciado,alto,5,1
716,25,13,4,7,449,individual,7,sim,divorciado,médio,5,2
717,15,5,14,5,457,familiar,2,sim,casado,alto,3,9
718,38,55,5,2,131,individual,4,sim,solteiro,baixo,3,7
719,70,39,8,2,470,individual,7,nao,solteiro,baixo,7,9
720,13,11,36,2,23,familiar,7,sim,divorciado,baixo,5,4
721,6,73,21,4,373,individual,3,sim,solteiro,baixo,5,3
722,68,24,5,6,335,familiar,2,sim,casado,alto,0,2
723,76,6,5,4,6,individual,4,nao,solteiro,médio,10,10
724,1,36,0,2,140,familiar,7,nao,divorciado,médio,4,6
725,18,74,0,5,468,familiar,7,nao,casado,alto,6,6
726,59,4,20,0,152,familiar,2,sim,casado,alto,2,4
727,16,71,23,3,337,individual,3,sim,solteiro,médio,4,1
728,23,4,9,5,131,familiar,2,nao,solteiro,médio,10,1
729,82,27,15,4,35,individual,4,nao,casado,alto,3,3
730,57,48,11,5,65,familiar,5,sim,casado,baixo,4,3
731,28,73,31,2,384,individual,2,sim,solteiro,médio,0,1
732,66,37,31,5,121,familiar,6,sim,casado,alto,2,8
733,48,28,5,2,184,individual,5,sim,casado,baixo,0,3
734,87,41,1,9,232,individual,4,sim,casado,alto,4,0
735,75,62,25,9,167,individual,4,nao,solteiro,alto,5,4
736,23,35,27,1,275,individual,7,nao,divorciado,alto,0,5
737,15,72,33,2,299,familiar,7,sim,divorciado,baixo,5,3
738,50,72,3,3,155,individual,6,nao,casado,médio,3,5
739,65,60,27,8,193,familiar,4,sim,casado,baixo,4,7
740,26,47,10,8,435,individual,3,nao,casado,baixo,7,0
741,50,11,14,0,92,familiar,6,nao,solteiro,baixo,2,2
742,54,7,0,9,207,individual,5,nao,divorciado,médio,10,8
743,2,60,29,5,100,familiar,2,nao,divorciado,alto,9,4
744,24,30,15,5,334,familiar,5,nao,solteiro,médio,3,3
745,7,70,9,5,351,familiar,4,sim,solteiro,baixo,1,9
746,66,70,28,5,438,familiar,1,sim,solteiro,alto,3,5
747,79,55,27,2,415,familiar,6,sim,casado,médio,3,9
748,61,47,17,7,212,individual,1,sim,solteiro,baixo,2,6
749,82,44,5,8,460,individual,6,nao,divorciado,alto,1,1
750,72,5,27,5,410,familiar,4,nao,solteiro,baixo,5,8
751,66,9,27,8,95,individual,5,sim,divorciado,baixo,10,4
752,74,14,26,5,308,familiar,2,nao,casado,baixo,6,7
753,33,62,27,3,470,individual,3,nao,casado,baixo,7,5
754,22,58,18,0,363,familiar,2,sim,casado,médio,2,1
755,22,30,7,0,57,individual,2,sim,divorciado,alto,0,7
756,25,20,10,7,282,familiar,5,nao,casado,alto,6,3
757,55,16,11,6,153,individual,7,sim,divorciado,alto,1,6
758,48,52,2,4,245,familiar,3,sim,solteiro,alto,5,15
759,67,17,20,4,427,individual,6,nao,divorciado,alto,5,5
760,25,25,33,7,143,individual,7,nao,divorciado,baixo,1,9
761,59,51,17,2,304,individual,3,nao,divorciado,alto,1,8
762,82,45,31,0,107,familiar,2,nao,divorciado,alto,0,3
763,20,46,19,7,417,familiar,2,nao,casado,médio,5,6
764,42,10,2,1,260,individual,1,nao,casado,baixo,5,8
765,46,63,8,7,389,individual,5,sim,solteiro,médio,7,3
766,42,72,7,1,489,familiar,1,nao,casado,alto,4,6
767,17,40,16,6,401,individual,2,sim,casado,médio,2,9
768,69,54,15,3,459,familiar,3,nao,solteiro,baixo,5,9
769,81,12,26,0,90,familiar,3,sim,divorciado,médio,4,5
770,18,37,27,7,298,familiar,4,nao,casado,baixo,6,16
771,38,8,17,1,131,familiar,5,nao,divorciado,alto,2,1
772,77,13,26,1,112,familiar,5,sim,casado,baixo,3,5
773,63,40,15,4,341,individual,6,sim,divorciado,médio,3,9
774,31,31,18,7,230,familiar,4,nao,divorciado,alto,7,7
775,74,45,5,5,313,individual,2,nao,solteiro,baixo,10,0
776,80,21,9,9,475,familiar,3,sim,solteiro,alto,8,1
777,17,46,2,0,7,individual,7,sim,divorciado,médio,6,17
778,35,13,27,1,44,individual,6,nao,solteiro,baixo,6,1
779,57,24,34,2,335,individual,6,nao,divorciado,alto,2,6
780,9,72,19,4,305,familiar,4,sim,solteiro,baixo,6,5
781,71,39,4,2,81,familiar,7,sim,divorciado,alto,9,4
782,5,59,7,6,459,individual,2,nao,casado,médio,4,17
783,48,74,30,4,322,familiar,4,sim,divorciado,médio,4,5
784,8,57,37,8,77,individual,4,nao,casado,médio,1,4
785,74,54,0,9,496,individual,2,nao,casado,alto,6,1
786,68,44,26,9,126,individual,5,nao,divorciado,médio,0,2
787,86,10,5,8,454,familiar,7,sim,divorciado,médio,5,6
788,4,50,3,9,297,individual,1,nao,divorciado,baixo,1,0
789,73,44,28,4,6,individual,1,sim,casado,médio,1,20
790,80,14,21,1,471,individual,3,nao,divorciado,baixo,2,3
791,48,1,27,1,37,familiar,7,nao,divorciado,alto,10,8
792,85,25,6,8,74,individual,5,nao,casado,baixo,6,4
793,35,53,3,6,486,individual,7,nao,solteiro,médio,7,8
794,36,23,16,2,304,individual,4,sim,divorciado,médio,7,7
795,65,4,20,0,184,individual,7,nao,divorciado,médio,7,5
796,2,16,27,6,238,individual,2,nao,divorciado,alto,3,16
797,49,53,32,5,7,familiar,5,nao,casado,baixo,8,0
798,37,2,19,4,349,individual,3,nao,divorciado,alto,9,3
799,1,39,4,9,220,individual,5,sim,casado,médio,5,3
800,82,64,31,6,334,familiar,6,nao,casado,alto,5,6
801,36,30,36,1,98,familiar,5,nao,casado,médio,8,5
802,25,69,21,1,328,individual,1,sim,divorciado,alto,7,9
803,64,22,7,1,426,familiar,7,sim,casado,baixo,0,5
804,42,3,32,9,362,familiar,5,sim,solteiro,alto,8,3
805,36,25,6,3,260,familiar,5,sim,solteiro,alto,0,5
806,77,17,30,8,432,familiar,7,nao,casado,médio,1,1
807,5,65,24,2,154,familiar,5,nao,casado,alto,3,9
808,16,21,28,4,93,individual,3,sim,casado,baixo,8,2
809,10,64,25,5,28,individual,3,nao,solteiro,baixo,6,8
810,59,11,31,3,368,individual,4,sim,casado,baixo,1,0
811,83,51,5,8,8,familiar,2,sim,casado,médio,2,12
812,38,48,33,4,205,individual,7,nao,casado,alto,4,3
813,10,11,33,7,158,familiar,5,nao,divorciado,baixo,7,5
814,14,24,22,3,292,individual,3,sim,divorciado,alto,10,7
815,4,51,36,5,343,familiar,3,sim,divorciado,médio,3,3
816,70,32,16,5,389,familiar,3,sim,divorciado,médio,3,11
817,72,65,37,8,432,familiar,6,sim,solteiro,médio,3,1
818,31,25,29,6,200,familiar,2,sim,casado,alto,0,9
819,10,30,2,4,181,individual,1,nao,casado,baixo,6,5
820,1,55,22,3,379,individual,4,sim,solteiro,médio,9,1
821,76,5,2,7,6,familiar,3,nao,solteiro,alto,0,1
822,28,17,32,9,369,familiar,4,nao,casado,médio,7,3
823,78,59,0,1,327,individual,6,nao,divorciado,médio,1,3
824,24,8,31,7,152,individual,1,sim,casado,baixo,1,11
